t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
7.7e+06,0.375044,0.374954,0.375178,0.374821,0.37525,0.374749,0.375068,0.374931,0.374202,0.375797,0.374903,0.375096,0.374743,0.375255,0.375303,0.374696,0.374601,0.375398,0.374911,0.375086,0.374922,0.375075,0.375275,0.374724,0.374791,0.375207,0.37504,0.374957,0.375095,0.374904,0.375062,0.374936,0.374723,0.375275,0.374632,0.375367,0.375055,0.374944,0.374976,0.375023,0.375207,0.374791,0.375422,0.374576,0.375152,0.374845,0.374739,0.375256,0.374753,0.375244,0.375026,0.374965,0.375047,0.374951,0.375171,0.374828,0.375165,0.374834,0.37438,0.375619,0.374642,0.375357,0.375257,0.374741,0.374551,0.375448,0.375145,0.374853,0.374798,0.3752,0.375368,0.374631,0.374628,0.375371,0.374986,0.375013,0.375026,0.374973,0.375129,0.374869,0.374957,0.375042,0.374965,0.375034,0.374479,0.375518,0.375289,0.37471,0.37504,0.374958,0.375311,0.374687,0.374891,0.375107,0.374831,0.375168,0.375444,0.374555,0.375245,0.374753,0.374689,0.37531,0.374572,0.375427,0.375636,0.374363,0.374317,0.375677,0.374134,0.375865,0.375252,0.374747,0.375297,0.374702,0.374881,0.375118,0.374808,0.375191,0.374886,0.375112,0.37577,0.374229,0.374779,0.375219,0.374698,0.375299,0.375068,0.374929,0.375645,0.374354,0.375089,0.37491,0.375223,0.374776,0.374887,0.375112,0.375167,0.37483,0.374718,0.375281,0.375223,0.374776,0.374797,0.3752,0.374527,0.375471,0.374459,0.375538,0.375234,0.374763,0.374744,0.375255,0.374938,0.37506,0.375203,0.374796,0.374584,0.375415,0.374825,0.375174,0.374945,0.375053,0.3749,0.375099,0.374478,0.37552,0.375448,0.374551,0.375027,0.374971,0.374873,0.375126,0.374632,0.375366,0.37461,0.375389,0.374496,0.375503,0.375198,0.374801,0.375308,0.37469,0.374836,0.375163,0.374933,0.375066,0.374663,0.375334,0.375069,0.374928,0.375039,0.37496,0.375342,0.374657,0.374863,0.375136,0.375314,0.374685,0.374825,0.375174
7.8e+06,0.374599,0.375399,0.375326,0.374673,0.374939,0.375059,0.374752,0.375247,0.374301,0.375697,0.375274,0.374725,0.374992,0.375007,0.375228,0.37477,0.374836,0.375163,0.375002,0.374997,0.374824,0.375175,0.37524,0.374759,0.374715,0.375282,0.375014,0.374984,0.375131,0.374867,0.375098,0.3749,0.374581,0.375418,0.374555,0.375443,0.374994,0.375005,0.375174,0.374825,0.37561,0.374389,0.375417,0.374582,0.375085,0.374914,0.374703,0.375295,0.374852,0.375146,0.375194,0.374805,0.374905,0.375094,0.375172,0.374827,0.374888,0.375111,0.374659,0.37534,0.374642,0.375356,0.375174,0.374825,0.374647,0.375352,0.374919,0.37508,0.374838,0.375161,0.375125,0.374873,0.374587,0.375411,0.374589,0.37541,0.375136,0.374861,0.375357,0.374642,0.375189,0.374809,0.374926,0.375073,0.374683,0.375314,0.375028,0.374971,0.375039,0.37496,0.375101,0.374897,0.37498,0.375019,0.37494,0.375059,0.375353,0.374646,0.375304,0.374692,0.374981,0.375016,0.374252,0.375747,0.375636,0.374362,0.374697,0.375302,0.374876,0.375122,0.375287,0.374712,0.375529,0.37447,0.374795,0.375204,0.374719,0.37528,0.374998,0.375,0.375932,0.374067,0.374666,0.375333,0.374906,0.375093,0.374931,0.375067,0.375349,0.37465,0.374979,0.37502,0.37507,0.374929,0.374708,0.375289,0.375345,0.374654,0.374992,0.375006,0.375587,0.374412,0.37502,0.374979,0.374484,0.375515,0.374693,0.375306,0.375483,0.374516,0.374706,0.375293,0.375122,0.374877,0.374749,0.375249,0.374362,0.375637,0.374526,0.37547,0.374923,0.375074,0.37502,0.374979,0.374426,0.375572,0.37513,0.374869,0.374743,0.375256,0.375059,0.37494,0.374578,0.37542,0.374696,0.375302,0.37457,0.375429,0.375364,0.374635,0.375234,0.374765,0.374504,0.375495,0.37459,0.375408,0.374861,0.375137,0.374968,0.375031,0.374859,0.37514,0.375142,0.374857,0.375119,0.374878,0.375069,0.374929,0.374782,0.375216
7.9e+06,0.374725,0.375274,0.375429,0.37457,0.374707,0.375292,0.374464,0.375534,0.374496,0.375503,0.375255,0.374743,0.375154,0.374844,0.37511,0.374888,0.375036,0.374963,0.374797,0.375202,0.374678,0.375321,0.374961,0.375038,0.37486,0.375139,0.375201,0.374798,0.374963,0.375036,0.374831,0.375168,0.37458,0.375419,0.374677,0.375322,0.375005,0.374992,0.375464,0.374535,0.375589,0.37441,0.37517,0.374829,0.374783,0.375216,0.374857,0.375142,0.37484,0.375156,0.374841,0.375158,0.374946,0.375052,0.374982,0.375015,0.375003,0.374995,0.374543,0.375456,0.374987,0.375012,0.375184,0.374813,0.374221,0.375774,0.374863,0.375136,0.374646,0.375353,0.375493,0.374506,0.374556,0.375439,0.374353,0.375646,0.37513,0.374868,0.375215,0.374782,0.375486,0.374513,0.375082,0.374917,0.374622,0.375376,0.375111,0.374888,0.375124,0.374873,0.374905,0.375094,0.374992,0.375005,0.375053,0.374944,0.375338,0.374661,0.375521,0.374478,0.374945,0.375054,0.374131,0.375867,0.375749,0.37425,0.37451,0.375489,0.375192,0.374807,0.37544,0.374558,0.375619,0.37438,0.374845,0.375154,0.375148,0.374851,0.375013,0.374985,0.375713,0.374286,0.374897,0.375102,0.375289,0.374708,0.374792,0.375207,0.375255,0.374743,0.37514,0.374858,0.375363,0.374636,0.375131,0.374866,0.375366,0.374631,0.375052,0.374946,0.375559,0.374439,0.375017,0.374981,0.374824,0.375175,0.374761,0.375238,0.375453,0.374545,0.374719,0.37528,0.374892,0.375102,0.374819,0.375178,0.374602,0.375397,0.374556,0.37544,0.374708,0.375291,0.375043,0.374956,0.374552,0.375447,0.37512,0.374878,0.374688,0.37531,0.374783,0.375215,0.374104,0.375891,0.37482,0.375178,0.37464,0.375356,0.375443,0.374556,0.375306,0.374692,0.374831,0.375167,0.374882,0.375117,0.374539,0.37546,0.374954,0.375045,0.374712,0.375287,0.374853,0.375144,0.375019,0.374978,0.375082,0.374917,0.375328,0.37467
8e+06,0.375206,0.374793,0.375088,0.37491,0.374618,0.375381,0.374651,0.375346,0.374439,0.37556,0.375166,0.374831,0.374864,0.375134,0.374997,0.375002,0.374965,0.375033,0.374845,0.375151,0.374716,0.375282,0.374961,0.375038,0.374919,0.37508,0.375018,0.374981,0.374901,0.375096,0.374559,0.37544,0.374477,0.375522,0.374854,0.375144,0.374799,0.3752,0.375115,0.374883,0.375439,0.374559,0.375056,0.374942,0.374567,0.375432,0.374796,0.375202,0.375187,0.374812,0.374954,0.375045,0.374754,0.375244,0.374736,0.375263,0.374737,0.37526,0.374463,0.375535,0.375057,0.37494,0.375035,0.374963,0.374289,0.375709,0.374876,0.375123,0.374683,0.375316,0.375458,0.37454,0.37442,0.375577,0.374492,0.375507,0.375224,0.374775,0.375103,0.374895,0.375866,0.374133,0.375235,0.374763,0.374713,0.375285,0.374793,0.375206,0.374802,0.375197,0.374783,0.375216,0.374754,0.375245,0.375235,0.374762,0.375341,0.374658,0.375489,0.37451,0.374789,0.37521,0.374208,0.375791,0.375407,0.374592,0.374471,0.375528,0.375077,0.374922,0.375094,0.374905,0.375472,0.374525,0.374984,0.375015,0.375211,0.374788,0.374991,0.375007,0.375471,0.374527,0.374714,0.375284,0.375376,0.374623,0.374645,0.375352,0.375053,0.374945,0.374944,0.375055,0.375405,0.374593,0.37488,0.375119,0.375142,0.374855,0.375013,0.374985,0.375293,0.374705,0.374882,0.375117,0.374931,0.375068,0.374526,0.375471,0.375177,0.374821,0.374929,0.37507,0.374388,0.375611,0.375054,0.374945,0.374786,0.375213,0.374727,0.375271,0.374759,0.37524,0.375224,0.374775,0.374733,0.375266,0.375272,0.374727,0.374978,0.375019,0.374858,0.375141,0.374067,0.375928,0.375176,0.374823,0.374994,0.375005,0.375264,0.374735,0.375109,0.37489,0.374894,0.375105,0.374763,0.375236,0.374923,0.375076,0.374952,0.375047,0.374873,0.375125,0.374992,0.375007,0.374969,0.375029,0.37508,0.374918,0.375309,0.37469
8.1e+06,0.375065,0.374934,0.374768,0.375231,0.374654,0.375345,0.374779,0.37522,0.374692,0.375307,0.374993,0.375006,0.374665,0.375333,0.375198,0.374801,0.37521,0.374789,0.374996,0.375002,0.374641,0.375357,0.375143,0.374856,0.374758,0.375241,0.374455,0.375543,0.374793,0.375206,0.375029,0.37497,0.374279,0.375719,0.374883,0.375116,0.37444,0.375559,0.375437,0.374562,0.374922,0.375077,0.375224,0.374773,0.374479,0.37552,0.374846,0.375153,0.374953,0.375046,0.374955,0.375044,0.374723,0.375276,0.374453,0.375543,0.375023,0.374975,0.374798,0.375196,0.374893,0.375106,0.374819,0.375179,0.374203,0.375796,0.374718,0.375278,0.374651,0.375348,0.37563,0.374369,0.374533,0.375466,0.374732,0.375267,0.374855,0.375144,0.375016,0.374983,0.374996,0.375002,0.37487,0.375125,0.37487,0.375128,0.374705,0.375294,0.375197,0.374801,0.374937,0.375062,0.374867,0.375132,0.375302,0.374697,0.375475,0.374523,0.37542,0.374579,0.37473,0.375268,0.374428,0.37557,0.374851,0.375146,0.374447,0.375552,0.374972,0.375027,0.375112,0.374886,0.375378,0.37462,0.375026,0.374973,0.37545,0.374549,0.374851,0.375148,0.374925,0.375074,0.374494,0.375505,0.37532,0.374679,0.374583,0.375416,0.375335,0.374664,0.375352,0.374647,0.375411,0.374587,0.374705,0.375294,0.375233,0.374766,0.374821,0.375176,0.375174,0.374825,0.374817,0.375182,0.375045,0.374954,0.374523,0.375475,0.375083,0.374915,0.375288,0.374711,0.374405,0.375593,0.374819,0.37518,0.374386,0.375612,0.37461,0.375389,0.374923,0.375075,0.375012,0.374986,0.374639,0.375359,0.375153,0.374846,0.37489,0.375109,0.374787,0.375212,0.374034,0.375965,0.375431,0.374567,0.374743,0.375253,0.375347,0.374651,0.374661,0.375338,0.374339,0.375658,0.374476,0.375522,0.374739,0.375258,0.374874,0.375125,0.375037,0.374961,0.374673,0.375323,0.37495,0.375048,0.375004,0.374994,0.374955,0.375044
8.2e+06,0.374943,0.375056,0.374805,0.375193,0.374562,0.375437,0.374661,0.375338,0.374678,0.375321,0.374809,0.37519,0.374618,0.375376,0.375089,0.37491,0.375038,0.374961,0.374735,0.375264,0.374578,0.37542,0.375083,0.374916,0.375022,0.374977,0.374528,0.375471,0.374755,0.375242,0.375154,0.374845,0.374759,0.37524,0.374692,0.375306,0.374723,0.375276,0.375004,0.374994,0.375063,0.374936,0.374933,0.375066,0.374976,0.375023,0.375181,0.374817,0.374972,0.375025,0.374884,0.375115,0.374616,0.375383,0.37432,0.375678,0.37483,0.375168,0.375146,0.374853,0.374823,0.375176,0.375157,0.37484,0.374135,0.375864,0.374809,0.37519,0.374502,0.375497,0.375916,0.374081,0.374735,0.375264,0.374563,0.375435,0.37472,0.375279,0.374782,0.375217,0.375046,0.374951,0.374989,0.37501,0.374941,0.375058,0.374659,0.37534,0.374885,0.375114,0.375057,0.374942,0.374321,0.375678,0.375524,0.374475,0.375443,0.374553,0.375177,0.374821,0.374783,0.375216,0.374398,0.3756,0.374639,0.37536,0.374517,0.375482,0.374784,0.375215,0.37521,0.374789,0.375381,0.374618,0.374953,0.375045,0.375209,0.37479,0.374934,0.375064,0.374991,0.375008,0.374802,0.375196,0.375164,0.374835,0.374265,0.375734,0.375273,0.374725,0.37527,0.374728,0.375298,0.374701,0.374538,0.375461,0.374786,0.375213,0.374878,0.375121,0.375382,0.374616,0.374829,0.375169,0.375152,0.374847,0.374641,0.375356,0.375027,0.374972,0.37513,0.374869,0.374742,0.375255,0.374822,0.375177,0.374455,0.375542,0.374619,0.375379,0.375052,0.374947,0.374987,0.375012,0.375094,0.374905,0.375291,0.374708,0.374696,0.375302,0.374823,0.375176,0.374283,0.375715,0.375725,0.374274,0.374733,0.375266,0.375574,0.374424,0.374702,0.375296,0.374641,0.375357,0.374541,0.375458,0.374996,0.375003,0.374899,0.3751,0.375385,0.374611,0.37478,0.375219,0.37518,0.374819,0.375019,0.37498,0.374878,0.375121
8.3e+06,0.375145,0.37485,0.374671,0.375328,0.374514,0.375485,0.375141,0.374857,0.374717,0.375281,0.374671,0.375328,0.374761,0.375237,0.375246,0.374752,0.374587,0.375411,0.374355,0.375644,0.374638,0.375361,0.374789,0.37521,0.375044,0.374955,0.37431,0.375687,0.374807,0.375191,0.374885,0.375113,0.374666,0.375332,0.374767,0.375232,0.374828,0.37517,0.37503,0.374968,0.375216,0.374783,0.374859,0.37514,0.374969,0.37503,0.375311,0.374688,0.374743,0.375255,0.374956,0.375042,0.374991,0.375007,0.374497,0.375502,0.375131,0.374868,0.375082,0.374917,0.37512,0.374879,0.374922,0.375077,0.37425,0.375749,0.374883,0.375115,0.374781,0.375218,0.375842,0.374157,0.374643,0.375355,0.374927,0.375072,0.374731,0.375268,0.37459,0.375409,0.375286,0.374713,0.374826,0.375173,0.374864,0.375135,0.375006,0.374989,0.37486,0.375139,0.374867,0.375132,0.374337,0.375661,0.375194,0.374804,0.375676,0.374322,0.375227,0.374771,0.374813,0.375185,0.3742,0.375799,0.374655,0.375344,0.374732,0.375267,0.374828,0.375171,0.375408,0.374591,0.375379,0.37462,0.374904,0.375095,0.374853,0.375146,0.375086,0.374913,0.374786,0.375211,0.375144,0.374855,0.374875,0.375122,0.374214,0.375784,0.375414,0.374585,0.375212,0.374787,0.375522,0.374477,0.37466,0.375338,0.375169,0.37483,0.374629,0.37537,0.375291,0.374703,0.374727,0.375272,0.375312,0.374687,0.374588,0.375411,0.375072,0.374927,0.374756,0.375242,0.374764,0.375234,0.374823,0.375174,0.374657,0.37534,0.374679,0.37532,0.375118,0.374881,0.374996,0.375003,0.375188,0.374811,0.375181,0.374818,0.374565,0.375434,0.375033,0.374966,0.374099,0.375899,0.375568,0.374431,0.374879,0.37512,0.375576,0.374423,0.374502,0.375497,0.374506,0.375491,0.374543,0.375456,0.374868,0.375131,0.375052,0.374946,0.375033,0.374964,0.374676,0.375323,0.375266,0.374733,0.37458,0.375419,0.374566,0.375433
8.4e+06,0.374907,0.375092,0.374645,0.375354,0.374633,0.375365,0.375121,0.374876,0.375222,0.374774,0.374741,0.375258,0.374848,0.375151,0.375348,0.374651,0.37463,0.375368,0.374631,0.375367,0.37481,0.375189,0.374486,0.375513,0.375089,0.374908,0.374644,0.375355,0.374931,0.375068,0.374998,0.375001,0.374693,0.375306,0.374639,0.37536,0.375138,0.374858,0.375095,0.374904,0.375023,0.374976,0.374792,0.375207,0.374658,0.375341,0.375189,0.374808,0.374676,0.375322,0.374656,0.375343,0.375174,0.374825,0.374463,0.375535,0.374841,0.375157,0.375069,0.374929,0.375218,0.374781,0.374789,0.375209,0.374587,0.37541,0.374335,0.375664,0.374914,0.375085,0.375645,0.374354,0.374724,0.375275,0.375121,0.374878,0.374463,0.375535,0.374913,0.375086,0.375329,0.37467,0.37507,0.374929,0.374886,0.375113,0.375023,0.374976,0.375063,0.374936,0.375028,0.37497,0.374169,0.37583,0.374962,0.375037,0.375322,0.374676,0.375277,0.374717,0.374728,0.37527,0.374226,0.375773,0.374846,0.375153,0.374942,0.375056,0.374814,0.375185,0.375384,0.374613,0.375091,0.374906,0.374847,0.375149,0.374812,0.375181,0.37539,0.374609,0.374803,0.375196,0.375393,0.374606,0.374679,0.37532,0.374337,0.375662,0.37527,0.374728,0.3752,0.374799,0.37531,0.374687,0.374583,0.375416,0.3752,0.374799,0.374832,0.375167,0.375272,0.374727,0.37445,0.375547,0.375231,0.374768,0.374594,0.375405,0.375156,0.374843,0.37468,0.375319,0.374887,0.375112,0.375042,0.374957,0.374585,0.375412,0.374418,0.37558,0.374865,0.375134,0.374952,0.375044,0.375091,0.374908,0.374942,0.375056,0.374534,0.375465,0.375143,0.374856,0.3745,0.375497,0.37539,0.374608,0.375055,0.374941,0.375451,0.374548,0.374446,0.375551,0.374734,0.375265,0.374993,0.375006,0.374897,0.375102,0.374801,0.375198,0.375007,0.374991,0.374549,0.37545,0.3753,0.374699,0.374594,0.375404,0.374372,0.375627
8.5e+06,0.374767,0.375231,0.37496,0.375039,0.374543,0.375456,0.374995,0.375003,0.374953,0.375045,0.374724,0.375273,0.374713,0.375285,0.375505,0.374491,0.374506,0.375493,0.374974,0.375025,0.374679,0.375319,0.374552,0.375447,0.375213,0.374786,0.374337,0.375661,0.374968,0.375031,0.375031,0.374968,0.374559,0.375439,0.374716,0.375281,0.375185,0.374814,0.374784,0.375213,0.374636,0.375363,0.374564,0.375431,0.374506,0.375493,0.374872,0.375127,0.374947,0.375051,0.374675,0.375319,0.374796,0.375203,0.374386,0.375613,0.374656,0.375343,0.375113,0.374886,0.375093,0.374903,0.374948,0.375051,0.37484,0.375158,0.374375,0.375622,0.374985,0.375014,0.375349,0.37465,0.375023,0.374976,0.375643,0.374354,0.374215,0.375784,0.375042,0.374957,0.375061,0.374938,0.374956,0.375043,0.374823,0.375176,0.374893,0.375106,0.375204,0.374795,0.375112,0.374886,0.374295,0.375704,0.374762,0.375237,0.375282,0.374717,0.375252,0.374747,0.374312,0.375687,0.374555,0.375444,0.374562,0.375435,0.375067,0.374932,0.375252,0.374747,0.375292,0.374707,0.374966,0.375033,0.37489,0.375108,0.374763,0.375235,0.375236,0.374763,0.375107,0.374891,0.375408,0.374591,0.375039,0.37496,0.374501,0.375498,0.375143,0.374856,0.375293,0.374706,0.375441,0.374558,0.374855,0.375144,0.375086,0.374913,0.375116,0.374883,0.375017,0.374982,0.374642,0.375357,0.375604,0.374395,0.374379,0.37562,0.375123,0.374876,0.374726,0.375273,0.374991,0.375008,0.374619,0.375379,0.37458,0.375418,0.375227,0.37477,0.374878,0.375117,0.374908,0.375091,0.375121,0.374878,0.374962,0.375037,0.374721,0.375277,0.37483,0.375168,0.374644,0.375354,0.37509,0.374909,0.375375,0.374624,0.375734,0.374262,0.374913,0.375084,0.375145,0.374854,0.375027,0.374972,0.374477,0.375521,0.374663,0.375334,0.374687,0.37531,0.374976,0.375023,0.375235,0.374764,0.374965,0.375034,0.37451,0.375488
8.6e+06,0.374652,0.375344,0.374946,0.375053,0.374353,0.375646,0.375022,0.374977,0.375047,0.374952,0.374617,0.375382,0.374892,0.375107,0.375176,0.374823,0.37459,0.375409,0.374844,0.375155,0.374666,0.375333,0.374654,0.375345,0.375479,0.374519,0.374012,0.375987,0.375126,0.374872,0.375281,0.374718,0.374435,0.375563,0.375121,0.374878,0.375064,0.374935,0.37506,0.374939,0.374877,0.375121,0.374094,0.375902,0.374635,0.375362,0.374684,0.375315,0.375114,0.374884,0.374878,0.37512,0.374639,0.37536,0.374916,0.375082,0.374418,0.375581,0.37523,0.374769,0.375175,0.374824,0.374864,0.375134,0.374595,0.375404,0.37421,0.375788,0.374902,0.375097,0.375245,0.374752,0.375144,0.374855,0.374754,0.375243,0.374533,0.375466,0.374852,0.375147,0.375177,0.374819,0.374774,0.375224,0.374594,0.375404,0.374968,0.375027,0.375176,0.374823,0.375202,0.374797,0.374206,0.375792,0.37493,0.375068,0.375243,0.374753,0.375409,0.374588,0.374536,0.375463,0.374676,0.375321,0.374467,0.375532,0.374732,0.375267,0.37518,0.374818,0.374901,0.375098,0.375099,0.374899,0.374877,0.375121,0.374744,0.375254,0.375135,0.374864,0.375367,0.374631,0.375483,0.374516,0.374892,0.375107,0.374708,0.375291,0.375244,0.374754,0.375377,0.374621,0.37535,0.374649,0.374963,0.375035,0.374892,0.375106,0.375116,0.374883,0.375099,0.3749,0.374657,0.375341,0.375702,0.374297,0.374468,0.375531,0.375196,0.374803,0.374826,0.375173,0.374821,0.375177,0.374693,0.375306,0.374751,0.375245,0.374969,0.37503,0.374863,0.375134,0.374883,0.375116,0.375112,0.374887,0.375025,0.374973,0.374745,0.375252,0.374839,0.37516,0.375064,0.374935,0.374973,0.375025,0.374955,0.375044,0.375433,0.374566,0.374676,0.375323,0.375188,0.374811,0.375296,0.374703,0.374772,0.375227,0.374549,0.375448,0.374662,0.375337,0.374961,0.375037,0.37529,0.374709,0.374951,0.375046,0.374366,0.375631
8.7e+06,0.374321,0.375678,0.374985,0.375014,0.374676,0.375323,0.375194,0.374805,0.375249,0.37475,0.374403,0.375596,0.375116,0.374881,0.37513,0.374868,0.374741,0.375258,0.374734,0.375264,0.374943,0.375056,0.374634,0.375365,0.375509,0.37449,0.37413,0.375868,0.374586,0.375413,0.375419,0.374579,0.374647,0.375352,0.375336,0.374663,0.375227,0.374771,0.375115,0.374884,0.374843,0.375156,0.374227,0.375771,0.3748,0.375199,0.374905,0.375094,0.374956,0.375042,0.374795,0.375203,0.374608,0.37539,0.374977,0.375022,0.374348,0.37565,0.374974,0.375025,0.375397,0.374602,0.375008,0.37499,0.374914,0.375084,0.374737,0.375261,0.374847,0.375152,0.375247,0.374752,0.375294,0.374704,0.374655,0.375343,0.374538,0.375461,0.374772,0.375227,0.374819,0.37518,0.375095,0.374901,0.374813,0.375186,0.375172,0.374826,0.375334,0.374664,0.375353,0.374645,0.374286,0.37571,0.375169,0.37483,0.374977,0.37502,0.375312,0.374687,0.374836,0.375163,0.375099,0.374895,0.374608,0.375391,0.3748,0.375198,0.375113,0.374886,0.374736,0.375262,0.375389,0.374609,0.374689,0.375308,0.374761,0.375238,0.375067,0.374929,0.375237,0.374762,0.375518,0.374481,0.375178,0.374821,0.374549,0.37545,0.375016,0.374983,0.375452,0.374547,0.375162,0.374837,0.375006,0.374993,0.374688,0.37531,0.37536,0.374638,0.374804,0.375194,0.374874,0.375125,0.375596,0.374403,0.374478,0.375521,0.375173,0.374826,0.374951,0.375048,0.374934,0.375065,0.374797,0.375201,0.375107,0.374889,0.374955,0.375044,0.374884,0.375115,0.374828,0.375171,0.375017,0.374982,0.375034,0.374965,0.374817,0.375182,0.37462,0.375377,0.374941,0.375058,0.374983,0.375015,0.374833,0.375166,0.375148,0.37485,0.374901,0.375098,0.375259,0.37474,0.375236,0.374763,0.374801,0.375198,0.374849,0.37515,0.374919,0.37508,0.375043,0.374956,0.375613,0.374385,0.374927,0.375072,0.374292,0.375707
8.8e+06,0.374394,0.375605,0.374966,0.375033,0.374987,0.375012,0.375231,0.374768,0.375089,0.374909,0.374631,0.375368,0.375308,0.374691,0.375135,0.374864,0.374579,0.37542,0.374772,0.375227,0.374787,0.375212,0.374852,0.375147,0.375564,0.374433,0.374562,0.375437,0.37492,0.375077,0.375427,0.374572,0.374962,0.375037,0.375159,0.37484,0.375055,0.374944,0.374975,0.375023,0.37515,0.374847,0.374435,0.375564,0.37476,0.375238,0.375028,0.374969,0.374985,0.375014,0.374612,0.375387,0.374758,0.37524,0.374982,0.375016,0.374681,0.375318,0.375131,0.374867,0.375335,0.374663,0.37497,0.375029,0.374886,0.375113,0.374897,0.375101,0.375092,0.374907,0.37518,0.374818,0.375345,0.374654,0.374774,0.375224,0.374571,0.375427,0.374745,0.375252,0.374596,0.375403,0.375135,0.374864,0.374948,0.375051,0.374986,0.375011,0.375212,0.374786,0.375345,0.374654,0.374232,0.375766,0.375419,0.37458,0.375181,0.374818,0.375207,0.37479,0.374774,0.375225,0.375037,0.374961,0.374899,0.375099,0.375084,0.374914,0.374982,0.375014,0.375017,0.374982,0.375591,0.374407,0.375002,0.374995,0.375068,0.374931,0.375047,0.374952,0.375061,0.374937,0.375489,0.374509,0.375003,0.374996,0.37469,0.375309,0.375032,0.374967,0.37541,0.374588,0.375083,0.374916,0.37488,0.375118,0.374745,0.375254,0.375322,0.374677,0.374804,0.375194,0.374638,0.37536,0.375348,0.374651,0.374584,0.375413,0.375153,0.374846,0.374923,0.375072,0.375075,0.374922,0.374738,0.375261,0.374843,0.375153,0.374744,0.375254,0.37509,0.374909,0.374666,0.375333,0.375241,0.374755,0.374749,0.37525,0.374853,0.375146,0.374605,0.375394,0.374664,0.375335,0.37512,0.374879,0.375111,0.374888,0.375142,0.374857,0.374962,0.375035,0.374824,0.375175,0.375305,0.374693,0.374345,0.375654,0.374949,0.375049,0.3748,0.375199,0.374614,0.375385,0.375075,0.374924,0.374882,0.375117,0.374175,0.375824
8.9e+06,0.374027,0.375968,0.375121,0.374878,0.374875,0.375124,0.375376,0.374623,0.375279,0.374719,0.374495,0.375504,0.375479,0.37452,0.374941,0.375057,0.374743,0.375256,0.374787,0.375212,0.374564,0.375435,0.374955,0.375044,0.375532,0.374463,0.374844,0.375154,0.374818,0.37518,0.375244,0.374754,0.375144,0.374855,0.375365,0.374634,0.374766,0.375233,0.3755,0.374499,0.375159,0.37484,0.37438,0.375617,0.374804,0.375195,0.375038,0.374961,0.374832,0.375167,0.374435,0.375564,0.374919,0.37508,0.374919,0.375078,0.374888,0.375111,0.375096,0.374903,0.375044,0.374954,0.375091,0.374908,0.375144,0.374855,0.374951,0.375048,0.37487,0.375129,0.375077,0.374922,0.375631,0.374367,0.374883,0.375116,0.374793,0.375206,0.374922,0.375077,0.37475,0.375249,0.375264,0.374735,0.374929,0.37507,0.374847,0.375152,0.375024,0.374975,0.375435,0.374564,0.374126,0.375873,0.375366,0.374633,0.375361,0.374634,0.375211,0.374788,0.374724,0.375274,0.375379,0.37462,0.374838,0.37516,0.375397,0.374601,0.375213,0.374786,0.374977,0.375022,0.375908,0.37409,0.375129,0.37487,0.375295,0.374704,0.374839,0.37516,0.374916,0.375082,0.375469,0.374528,0.375209,0.37479,0.375037,0.374962,0.375104,0.374895,0.375001,0.374998,0.375129,0.374869,0.375156,0.374843,0.375044,0.374955,0.375249,0.37475,0.375042,0.374957,0.374702,0.375297,0.375621,0.374377,0.374404,0.375594,0.375423,0.374576,0.374799,0.375199,0.37476,0.375238,0.374938,0.37506,0.374743,0.375255,0.374897,0.375102,0.375512,0.374487,0.374705,0.375294,0.375438,0.374561,0.374893,0.375106,0.374883,0.375116,0.374675,0.375324,0.374544,0.375455,0.375091,0.374908,0.374985,0.375013,0.374758,0.375239,0.375128,0.374871,0.374815,0.375184,0.375238,0.374761,0.374783,0.375214,0.374811,0.375188,0.375021,0.374978,0.374683,0.375316,0.375121,0.374878,0.374895,0.375104,0.374433,0.375566
